Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes
,,,Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,109.99,Phones,,,"https://m.media-amazon.com/images/I/61xk4XNRktL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 4/128GB | 50 MPCamera | Mineral Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,139.99,Phones,,,"https://m.media-amazon.com/images/I/61QKKdjHV0L._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,209.99,Phones,,,"https://m.media-amazon.com/images/I/61O66kJiiGL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,249.99,Phones,,,"https://m.media-amazon.com/images/I/61LE9-6KxdL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Scarlet Wave,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,249.99,Phones,,,"https://m.media-amazon.com/images/I/61rBSOO7ZgL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Motorola Edge | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Midnight Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,299.99,Phones,,,"https://m.media-amazon.com/images/I/81Vo6cSAWbL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"for Moto G 5G 2023 Case (XT 2313) [15 FT Military-Grade Drop Protection], Motorola G 5G 2023 Case with 2X Tempered Glass Screen Protector, Shockproof Kickstand Phone Case for Moto G 5G 2023 (Blue)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,15.99,Phones,,,"https://m.media-amazon.com/images/I/71Em1diw8GL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Motorola Moto G54 5G Dual SIM | 8+256GB ROM | GSM Unlocked Smartphone | 6.5"" 120Hz IPS LCD Display | Android 13 | 50MP Camera | Li-Po 6000 mAh Battery | International Model - (Blue)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,162.99,Phones,,,"https://m.media-amazon.com/images/I/61qnM0U+1qL._AC._SR360,460.jpg",,,,,,,,,0,
,,,FNTCASE for Motorola Moto G-5G-2024 Case: Dual Layer Heavy Duty Cell Phone Protective Cover Shockproof Rugged with Non-Slip Textured - Military Drop Protection Bumper Tough Case (Black),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,7.99,Phones,,,"https://m.media-amazon.com/images/I/81sfKFqcBwL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Stylus 5G | 2023 | Unlocked | Made for US 4/128GB | 50MP Camera | Cosmic Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149.99,Phones,,,"https://m.media-amazon.com/images/I/61bMho0P5fL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Blackview Wave 6C Unlocked Android Phones, Android 13 Smartphones, 6.52"" HD+, 5100mAh 10W Fast, Octa-Core 4GB+32GB/SD 1TB Smart Phone, 8MP+5MP, 3 Card Slots, Face ID Unlock Phone, 4G Dual SIM Phone",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,109.99,Phones,,,"https://m.media-amazon.com/images/I/71jDApm2DCL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,229.99,Phones,,,"https://m.media-amazon.com/images/I/610qFsdenLL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,151.4,Phones,,,"https://m.media-amazon.com/images/I/51rp0nqaPoL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149.99,Phones,,,"https://m.media-amazon.com/images/I/71Sbx9zQN3L._AC._SR360,460.jpg",,,,,,,,,0,
,,,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149.98,Phones,,,"https://m.media-amazon.com/images/I/515zGEaozeL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Gabb Phone 4 Pro The Safe Phone Built for Teens - No Social Media/Internet, GPS Tracking, Parental Controls, Talk & Text, Safe Messaging, Safe Video Calls, 30 Activation Fee",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,99.99,Phones,,,"https://m.media-amazon.com/images/I/711mfMxPxXL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1169.99,Phones,,,"https://m.media-amazon.com/images/I/71WcjsOVOmL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Navy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,299.99,Phones,,,"https://m.media-amazon.com/images/I/71YwZXmVcEL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Ring Grip Case Bundle) (Blue Black)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,159.3,Phones,,,"https://m.media-amazon.com/images/I/61s0ZzwzSCL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"SAMSUNG Galaxy A15 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Expandable Storage, Knox Security, Super Fast Charging, US Version, 2024, Blue Black",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,174.99,Phones,,,"https://m.media-amazon.com/images/I/41vU1u8DZXL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,96.29,Phones,,,"https://m.media-amazon.com/images/I/61UjBLFlH2L._AC._SR360,460.jpg",,,,,,,,,0,
,,,HMD Barbie | Flip | Unlocked | KaiOS | Compatible with All Carriers | Power Pink | US Version,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,111.26,Phones,,,"https://m.media-amazon.com/images/I/51fjtwOj1XL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.88,Phones,,,"https://m.media-amazon.com/images/I/71CxUvG46rL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"TracFone | Motorola Moto g Pure | Locked | 32GB | 4000 mAh Battery | 13 MP Dual Camera System | 6.5"" Max Vision HD+ Display | Blue",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.99,Phones,,,"https://m.media-amazon.com/images/I/71zGrrAe5NL._AC._SR360,460.jpg",,,,,,,,,0,
,,,LIVELY Jitterbug Smart4 Smartphone for Seniors - Cell Phone for Seniors - Not Compatible with Other Wireless Carriers - Must Be Activated Phone Plan,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.99,Phones,,,"https://m.media-amazon.com/images/I/71zroyFEZlL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Nokia C2 2E | Android 11 (Go Edition) | Unlocked Smartphone | All Day Battery | 2/32GB | 5.7-Inch Screen | International Version | Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,59.99,Phones,,,"https://m.media-amazon.com/images/I/71PGVVHz08L._AC._SR360,460.jpg",,,,,,,,,0,
,,,Nokia 110 4G | Dual SIM | GSM Unlocked Mobile Phone | Volte | Blue | International Version | Not AT&T/Cricket/Verizon Compatible,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39.99,Phones,,,"https://m.media-amazon.com/images/I/515nIrvpN5L._AC._SR360,460.jpg",,,,,,,,,0,
,,,Tracfone| TCL FLIP 3 | Locked| 13GB | 1850mAh Battery |5MP Video Capable Camera| Stone Gray,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,29.99,Phones,,,"https://m.media-amazon.com/images/I/71nPQDoEuTL._AC._SR360,460.jpg",,,,,,,,,0,
,,,BLU C5L MAX | 2024 | All-Day Battery | GSM Unlocked | 5.7” Display | 16/2GB |US Version | US Warranty | Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,44.99,Phones,,,"https://m.media-amazon.com/images/I/81No0c60jdL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"FDMDAF Mini Phone, 2.5 Inch 3G Mini Smartphone 2GB RAM 16GB ROM Backup Cellphone Lightweight 5MP Student Cellphone Unlocked Quad Core",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.99,Phones,,,"https://m.media-amazon.com/images/I/618KathhnyL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Mini Smartphone Students Quad Core Smallest Mobile Phone 3.0 Inch Unlocked Android Kids Cell Phones Dual Sim Card Cute Palm Child 3G Students Small Smartphone (Blue,2GB+16GB)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.99,Phones,,,"https://m.media-amazon.com/images/I/71s72QE+voL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Motorola Defy Satellite Link - Rugged Handheld GPS Communicator, Two-Way Global SMS Text Messenger, Emergency SOS Alerting - Android iOS Compatible, Black",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39.99,Phones,,,"https://m.media-amazon.com/images/I/712c0Ua+LhL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"BezosMax i Mini Phone 3G Unlocked Small Smartphone with 2GB+16GB, 3.0"" HD Touch Screen,Dual SIM, Pocket Cellphone, Best Gift for Kids, Mini Phone for Kids - Black",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.99,Phones,,,"https://m.media-amazon.com/images/I/61xFRC+O+hL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,151.4,Phones,,,"https://m.media-amazon.com/images/I/51rp0nqaPoL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,109.99,Phones,,,"https://m.media-amazon.com/images/I/61xk4XNRktL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149.99,Phones,,,"https://m.media-amazon.com/images/I/71Sbx9zQN3L._AC._SR360,460.jpg",,,,,,,,,0,
,,,Samsung Galaxy A15 A155M 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Blue Black,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,149.98,Phones,,,"https://m.media-amazon.com/images/I/515zGEaozeL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Tracfone | Motorola Moto g Play 2024 | Locked | 64GB | 5000mAh Battery | 50MP Quad Pixel Camera | 6.5-in. HD+ 90Hz Display | Sapphire Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49.88,Phones,,,"https://m.media-amazon.com/images/I/71CxUvG46rL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Samsung Galaxy S24 Ultra Cell Phone, 512GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Fast Processor, Long Battery Life, Edge-to-Edge Display, S Pen, US Version, 2024, Titanium Black",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1169.99,Phones,,,"https://m.media-amazon.com/images/I/71WcjsOVOmL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Gabb Phone 4 Pro The Safe Phone Built for Teens - No Social Media/Internet, GPS Tracking, Parental Controls, Talk & Text, Safe Messaging, Safe Video Calls, 30 Activation Fee",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,99.99,Phones,,,"https://m.media-amazon.com/images/I/711mfMxPxXL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,249.99,Phones,,,"https://m.media-amazon.com/images/I/61LE9-6KxdL._AC._SR360,460.jpg",,,,,,,,,0,
,,,"Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,209.99,Phones,,,"https://m.media-amazon.com/images/I/61O66kJiiGL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Power 5G | 2024 | Unlocked | Made for US 8/128GB | 50MP Camera | Midnight Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,199.99,Phones,,,"https://m.media-amazon.com/images/I/61c9OZyq2yL._AC._SR360,460.jpg",,,,,,,,,0,
,,,Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,99.99,Phones,,,"https://m.media-amazon.com/images/I/61K1Fz5LxvL._AC._SR360,460.jpg",,,,,,,,,0,
